מטבח כשר,משופצת,"ממ""ד",דלתות פנדור,מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,ציון,חדרים,קומה,"מ""ר",מחיר
,1,1,1,1,1,1,1,1,1,1,2,1,24,חדש מקבלן,דופלקס, חולון,[' קרית אילון'],1,3.9,5.5,22,170,"4,500,000 ₪"
,1,0,1,1,0,0,1,0,0,1,2,,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",4,2,100,"2,060,000 ₪"
,1,0,0,0,1,0,1,0,0,0,1,3,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",4.5,2,115,"1,690,000 ₪"
,1,0,0,0,0,1,1,1,0,0,1,,7,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,5,2,100,"2,030,000 ₪"
,0,1,0,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,4,3,100,"1,800,000 ₪"
,1,0,0,1,0,1,1,0,0,1,ללא,,4,משופץ,דירת גן, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,קרקע,145,"1,690,000 ₪"
,0,1,1,0,0,1,1,1,1,0,2,2,9,חדש מקבלן,גג/פנטהאוז, חולון,[' קרית רבין'],1,3.6,5,8,117,"3,100,000 ₪"
,0,0,0,0,0,1,0,1,0,0,1,,9,דרוש שיפוץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,2,1,50,"1,150,000 ₪"
,0,0,1,1,0,1,1,1,0,1,1,1,9,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",5,3,120,"2,190,000 ₪"
,1,1,1,0,0,1,1,1,1,1,2,1,13,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,5,12,25,"3,100,000 ₪"
,1,1,1,1,0,1,1,1,1,0,2,1,13,חדש מקבלן,דירה, חולון,[],1,3.9,5,10,117,"2,830,000 ₪"
,1,0,1,0,0,1,1,1,0,0,1,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,1,87,"1,890,000 ₪"
,1,0,1,1,0,0,1,0,0,1,1,,4,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,1,75,"1,465,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",2,3,52,"1,299,000 ₪"
,0,0,0,1,0,1,1,1,0,1,1,1,8,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו א'""]",1,"4
מ",5.5,8,220,"2,690,000 ₪"
,1,0,1,1,1,1,1,0,1,1,ללא,,2,משופץ,דירת גן, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,4,קרקע,115,"1,785,000 ₪"
,1,1,1,0,0,1,0,1,1,0,1,1,6,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",4,2,96,"2,150,000 ₪"
0,0,0,0,0,1,1,1,1,0,1,1,,13,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",5,8,115,"2,000,000 ₪"
0,1,0,1,1,1,0,1,1,1,1,1,2,4,משופץ,גג/פנטהאוז, חולון,[' קרית שרת מזרח'],0,4.5,4.5,4,171,"2,300,000 ₪"
0,1,0,1,1,1,1,1,1,0,1,1,,4,חדש מקבלן,דירה, חולון,[' גרין ועם'],0,4.4,3,2,70,"1,650,000 ₪"
0,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,3,3,70,"1,630,000 ₪"
1,1,1,0,0,0,0,1,1,0,1,1,1,2,חדש,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,4,1,130,"3,200,000 ₪"
0,1,1,1,1,0,0,1,1,1,1,ללא,1,7,חדש,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,6,100,"1,950,000 ₪"
0,0,0,0,1,1,0,1,0,0,1,ללא,,4,במצב שמור,דירה, חולון,[' נאות שושנים'],0,4.5,3,1,70,"1,520,000 ₪"
0,1,1,1,1,0,1,1,1,1,0,2,1,14,משופץ,דירה, חולון,[' קרית אילון'],0,3.9,5,7,115,"3,080,000 ₪"
0,1,1,1,1,0,1,1,1,0,1,1,1,9,חדש,דירה, חולון,[' בן גוריון'],0,"4
מ",5,2,130,"2,300,000 ₪"
0,0,1,1,1,1,1,1,1,1,1,1,1,19,חדש,דירה, חולון,[' קרית אילון'],0,3.9,5,4,126,"3,100,000 ₪"
1,1,1,1,0,0,0,1,1,0,0,ללא,3,6,משופץ,דירה, חולון,[' נווה רמז'],0,4.3,4,1,90,"1,780,000 ₪"
1,1,0,0,0,0,0,1,1,0,1,1,,4,משופץ,דירה, חולון,[' גרין ועם'],0,4.4,4,3,85,לא צוין מחיר
0,1,1,0,0,0,1,1,1,0,0,1,1,5,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,5,3,115,"2,390,000 ₪"
1,1,1,0,0,0,0,1,0,0,1,2,3,,משופץ,פרטי/קוטג', חולון,[' נאות יהודית ונווה ארזים'],0,4.5,6,קרקע,2,"4,600,000 ₪"
1,1,0,0,1,0,0,1,0,0,1,ללא,1,4,משופץ,דירה, חולון,[' קרית שרת מזרח'],0,4.5,3,1,56,"1,620,000 ₪"
0,1,0,1,0,0,1,1,1,0,0,1,1,9,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",4.5,3,110,"2,080,000 ₪"
0,0,0,1,1,0,0,1,0,0,0,1,,3,משופץ,דירה, חולון,[' גרין ועם'],0,4.4,3,2,72,"1,450,000 ₪"
0,1,0,0,0,1,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,3,3,73,"1,395,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,0,0,1,1,1,1,1,2,1,13,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,5,12,25,"3,100,000 ₪"
,1,1,1,1,0,1,1,1,1,0,2,1,13,חדש מקבלן,דירה, חולון,[],1,3.9,5,10,117,"2,830,000 ₪"
,1,0,1,0,0,1,1,1,0,0,1,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,1,87,"1,890,000 ₪"
,1,0,1,1,0,0,1,0,0,1,1,,4,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,1,75,"1,465,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",2,3,52,"1,299,000 ₪"
,0,0,0,1,0,1,1,1,0,1,1,1,8,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו א'""]",1,"4
מ",5.5,8,220,"2,690,000 ₪"
,1,0,1,1,1,1,1,0,1,1,ללא,,2,משופץ,דירת גן, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,4,קרקע,115,"1,785,000 ₪"
,1,1,1,0,0,1,0,1,1,0,1,1,6,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",4,2,96,"2,150,000 ₪"
,1,1,1,1,0,1,1,1,1,0,2,1,21,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,14,127,"3,050,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,7,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",4.5,4,15,"2,050,000 ₪"
,0,0,1,0,0,0,1,1,0,0,1,,6,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",4,3,120,"1,650,000 ₪"
,1,1,1,0,0,0,1,0,0,1,ללא,1,6,חדש מקבלן,דירת גן, חולון,[],1,"4
מ",4,קרקע,118,לא צוין מחיר
,1,1,1,0,0,1,1,1,1,0,1,1,12,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,4.5,8,100,"2,440,000 ₪"
,1,1,1,1,0,1,1,1,1,0,2,1,9,משופץ,גג/פנטהאוז, חולון,[' קרית רבין'],1,3.6,6,9,254,"4,350,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",3,1,75,"1,460,000 ₪"
,1,1,1,1,1,1,1,1,0,1,1,1,13,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,6,130,"2,790,000 ₪"
,1,1,1,0,0,1,1,1,1,0,1,1,28,חדש,דירה, חולון,[],1,"4
מ",4,25,100,"2,750,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,3,חדש,דירה, חולון,[' נאות רחל'],1,"4
מ",4,2,110,"2,380,000 ₪"
0,1,0,0,0,1,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,3,3,73,"1,395,000 ₪"
0,0,0,1,0,1,1,1,1,0,1,ללא,,9,משופץ,דירה, חולון,[' קרית שרת מזרח'],0,4.5,3,5,55,"1,365,000 ₪"
0,1,0,0,0,0,0,1,0,1,1,ללא,,3,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],0,4.5,4,1,80,"1,540,000 ₪"
0,0,0,0,1,0,0,1,1,1,0,ללא,,6,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",4,3,120,"1,800,000 ₪"
0,1,0,0,1,1,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3.5,1,70,"1,560,000 ₪"
0,1,0,1,0,0,0,1,0,0,0,1,1,3,במצב שמור,גג/פנטהאוז, חולון,[' קרית שרת מערב'],0,4.4,4.5,3,125,"1,720,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,1,4,במצב שמור,דירה, חולון,"["" רסקו א'""]",0,"4
מ",2.5,4,69,"1,350,000 ₪"
0,0,1,0,0,0,0,1,1,0,0,1,2,6,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,4,2,98,"1,850,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,[' קרית שרת מזרח'],0,4.5,3,3,76,"1,380,000 ₪"
1,0,0,0,0,0,1,1,1,0,0,ללא,,8,במצב שמור,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,4,96,"1,760,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,3,2,14,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],0,3.9,7,14,200,"6,500,000 ₪"
0,0,1,1,0,0,1,1,1,1,0,1,1,9,חדש מקבלן,דירה, חולון,[' קרית אילון'],0,3.9,5,2,126,"2,700,000 ₪"
0,1,0,0,0,1,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",4,3,100,לא צוין מחיר
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,120,לא צוין מחיר,
0,1,0,0,0,0,0,1,0,1,0,ללא,,4,משופץ,דירה, חולון,[' גרין ועם'],0,4.4,2.5,4,65,"1,195,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' קרית שרת מערב'],0,4,2,85,"1,750,000 ₪",
0,0,0,0,0,0,0,1,1,0,1,1,,6,במצב שמור,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,4,85,"1,730,000 ₪"
0,0,0,1,0,1,0,1,1,1,0,ללא,,7,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],0,4.5,4,2,104,"1,795,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,1,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,2,60,"1,375,000 ₪"
,1,1,1,1,0,1,1,1,0,1,1,1,5,חדש,דירה, חולון,[' נווה רמז'],1,4.3,4,3,100,"1,950,000 ₪"
,1,0,1,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",2,2,52,"1,170,000 ₪"
,1,1,1,1,1,1,0,1,1,1,1,1,7,חדש,דירה, חולון,[' אגרובנק'],1,"4
מ",3,1,62,"1,749,000 ₪"
,1,0,1,1,0,1,1,1,0,0,1,,12,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,6,80,"1,680,000 ₪"
,0,1,1,1,1,1,1,0,1,0,2,2,,במצב שמור,פרטי/קוטג', חולון,"["" רסקו ב'""]",1,"4
מ",8,קרקע,320,"3,450,000 ₪"
,0,0,0,0,0,0,1,0,1,1,1,,2,דרוש שיפוץ,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,2,80,"1,690,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,10,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,2,125,"2,690,000 ₪"
,1,1,1,0,0,1,1,0,1,1,1,3,,במצב שמור,פרטי/קוטג', חולון,[],1,4.1,8,קרקע,360,"4,200,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,1,14,חדש,דירה, חולון,[' נאות רחל'],1,"4
מ",5.5,12,138,"2,690,000 ₪"
,1,1,1,0,0,1,1,1,0,1,1,2,5,חדש מקבלן,גג/פנטהאוז, חולון,[' נאות רחל'],1,"4
מ",4,5,240,"3,250,000 ₪"
,0,0,0,1,0,1,1,1,0,1,ללא,,6,דרוש שיפוץ,דירה, חולון,[' נווה רמז'],1,4.3,4,3,80,"1,720,000 ₪"
,1,0,0,0,0,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,4,88,"1,550,000 ₪"
,0,0,1,1,1,0,1,0,0,1,ללא,1,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,1,76,"1,320,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,[],1,4.5,2.5,3,53,"1,250,000 ₪"
,1,1,0,0,0,1,1,1,1,0,2,1,24,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,9,120,"2,990,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,1,7,חדש מקבלן,גג/פנטהאוז, חולון,[' קרית שרת מערב'],1,4.4,3,7,161,"2,250,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,1,9,חדש,דירה, חולון,[' קרית רבין'],1,3.6,5,7,120,"2,980,000 ₪"
1,0,0,1,1,0,0,1,0,0,1,3,,2,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,4,1,120,"1,790,000 ₪"
0,0,1,1,1,1,1,1,1,0,0,2,1,18,במצב שמור,דירה, חולון,[' קרית רבין'],0,3.6,4,13,103,"2,450,000 ₪"
0,1,0,0,0,0,0,1,1,0,1,1,1,5,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,2,110,"1,980,000 ₪"
0,0,1,1,1,0,1,1,1,1,1,2,1,18,חדש,דירה, חולון,[' קרית אילון'],0,3.9,4,11,95,"2,630,000 ₪"
0,0,0,0,0,1,0,1,0,0,0,2,,4,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",3.5,4,86,"1,450,000 ₪"
0,1,0,1,1,0,0,1,0,0,1,2,,2,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3,2,82,"1,790,000 ₪"
0,0,0,0,0,0,0,0,0,0,0,ללא,1,,במצב שמור,פרטי/קוטג', חולון,"["" רסקו ב'""]",0,"4
מ",2.5,קרקע,304,לא צוין מחיר
0,1,1,1,1,0,0,1,1,0,1,ללא,1,6,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,5,4,127,"2,250,000 ₪"
0,1,0,0,0,0,0,1,0,0,0,ללא,,2,במצב שמור,דירה, חולון,"["" רסקו ב'""]",0,"4
מ",4,1,85,"1,680,000 ₪"
0,1,1,0,1,0,0,1,1,0,0,1,2,5,חדש,דירה, חולון,[' גרין ועם'],0,4.4,3,5,65,"1,700,000 ₪"
0,0,1,1,1,1,1,1,1,0,1,1,1,8,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",0,4.4,4.5,2,105,"1,950,000 ₪"
0,1,0,0,0,0,0,1,0,0,0,ללא,,1,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,3,1,65,לא צוין מחיר
,,,,,,,,,,,,,,,דירה, חולון,[' בן גוריון'],0,4,11,88,"1,790,000 ₪",
0,0,1,0,0,0,1,1,1,0,1,1,2,5,במצב שמור,דירה, חולון,[' קרית רבין'],0,3.6,5,4,120,"2,600,000 ₪"
0,1,1,1,1,1,1,1,1,0,0,ללא,1,7,חדש,דירה, חולון,[' נאות רחל'],0,"4
מ",4,6,100,"1,920,000 ₪"
0,0,0,0,1,0,1,0,1,0,1,1,,6,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",4,3,100,"1,740,000 ₪"
0,1,0,0,0,1,0,1,0,0,1,1,,4,משופץ,דירה, חולון,[' שיכון ותיקים'],0,4.2,4,2,90,"1,600,000 ₪"
0,1,0,1,1,0,1,1,1,0,0,1,1,9,משופץ,דירה, חולון,[' בן גוריון'],0,"4
מ",4,4,114,"1,870,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,1,0,1,1,1,0,1,1,1,7,משופץ,דירה, חולון,[' אזור תעשיה א'],1,5,2,105,"1,870,000 ₪",
,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,3,60,"1,495,000 ₪"
,1,1,1,1,1,1,1,1,1,0,2,1,9,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5.5,3,125,"3,100,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,25,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,3,135,"2,890,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,2,12,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,5,12,120,"2,950,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' קרית רבין'],0,5,1,115,"2,590,000 ₪",
,0,0,0,0,0,0,1,0,0,0,1,,2,במצב שמור,דירה, חולון,[' אגרובנק'],1,"4
מ",3.5,2,84,"1,690,000 ₪"
,1,0,1,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,3,100,"1,540,000 ₪"
,1,0,1,1,0,1,1,0,0,1,1,,4,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3.5,2,80,"1,500,000 ₪"
,1,0,1,0,0,0,1,0,0,0,1,1,3,משופץ,גג/פנטהאוז, חולון,[' נאות רחל'],1,"4
מ",5,3,115,"2,030,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' נאות רחל'],0,3.5,4,72,"1,270,000 ₪",
,0,0,0,0,0,0,1,0,1,1,2,1,2,במצב שמור,גג/פנטהאוז, חולון,[' נווה רמז'],1,4.3,5,2,220,"3,690,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,3,95,"1,550,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,דרוש שיפוץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,3,77,"1,320,000 ₪"
,1,1,1,0,0,1,1,1,0,0,1,,7,חדש מקבלן,דירה, חולון,[' קרית שרת מערב'],1,4.4,4.5,קרקע,100,"1,850,000 ₪"
,0,1,1,0,0,0,1,1,0,0,1,1,8,חדש מקבלן,גג/פנטהאוז, חולון,[' תל גיבורים'],1,4.5,4,1,105,"2,260,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",1,4.4,3,3,50,"1,199,000 ₪"
,0,0,0,1,0,1,1,1,0,1,1,,5,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,4,200,"2,290,000 ₪"
0,0,0,1,0,1,1,1,1,1,1,ללא,,4,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,3,3,70,"1,460,000 ₪"
1,0,1,0,0,1,0,1,1,0,0,1,,4,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",3,2,60,"1,600,000 ₪"
0,1,0,0,0,1,0,1,1,0,1,1,,5,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,5,3,111,"2,350,000 ₪"
0,1,1,1,1,1,1,1,1,1,0,2,2,8,משופץ,דופלקס, חולון,[' קרית רבין'],0,3.6,5.5,8,150,"3,270,000 ₪"
0,1,0,0,1,0,0,1,0,0,1,ללא,,2,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,3.5,2,72,"1,380,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,113,"420,000 ₪",
1,1,1,1,1,1,1,1,1,1,1,2,1,21,חדש,דירה, חולון,[' קרית אילון'],0,3.9,5,5,145,"2,880,000 ₪"
0,0,1,0,0,1,0,1,0,1,1,1,1,,במצב שמור,פרטי/קוטג', חולון,[' נאות יהודית ונווה ארזים'],0,4.5,7,קרקע,562,"4,100,000 ₪"
0,0,0,0,0,0,0,0,0,0,0,1,1,3,דרוש שיפוץ,גג/פנטהאוז, חולון,[' נאות רחל'],0,"4
מ",6.5,3,155,"2,550,000 ₪"
0,0,1,1,1,0,1,1,1,1,0,2,2,,במצב שמור,פרטי/קוטג', חולון,[' מפדה אזרחי'],0,4.1,7,קרקע,610,לא צוין מחיר
0,1,0,1,1,0,0,1,1,0,0,1,,6,במצב שמור,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,1,100,"1,900,000 ₪"
0,1,0,0,0,0,0,1,0,0,1,1,1,3,משופץ,דירה, חולון,[' נווה רמז'],0,4.3,4.5,3,112,"2,300,000 ₪"
0,0,1,1,1,0,1,1,1,1,0,1,1,18,חדש,דירה, חולון,[' קרית אילון'],0,3.9,4,6,112,"2,695,000 ₪"
0,0,0,0,0,1,0,1,1,0,0,ללא,,12,במצב שמור,דירה, חולון,[' נווה רמז'],0,4.3,4,10,96,"1,850,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' קרית שרת מערב'],0,5,1,115,"2,350,000 ₪",
,,,,,,,,,,,,,,,דירה, חולון,[' אגרובנק'],0,7,4,130,"4,100,000 ₪",
0,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,3,3,53,"1,350,000 ₪"
0,1,0,1,1,0,0,1,1,1,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",5,2,118,"2,340,000 ₪"
,,,,,,,,,,,,,,,,,,0,,,,,
,1,0,1,0,0,1,1,1,0,1,1,,8,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",5,5,115,"1,970,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,דירה, חולון,[' נאות שושנים'],1,4.5,3,5,85,"1,775,000 ₪"
,1,0,1,1,0,1,1,1,0,1,1,,4,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",3,1,65,"1,470,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",2.5,3,55,"1,120,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,9,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,1,12,"2,440,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,3,1,60,"1,270,000 ₪"
,1,0,1,1,1,1,1,0,1,1,2,2,1,משופץ,דירת גן, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,5,קרקע,330,"2,690,000 ₪"
,1,0,1,1,0,1,1,1,0,0,1,,8,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",4,1,97,"1,790,000 ₪"
,0,0,0,0,0,1,1,0,1,0,ללא,,,דרוש שיפוץ,פרטי/קוטג', חולון,[' תל גיבורים'],1,4.5,4,קרקע,128,"2,490,000 ₪"
,1,0,1,1,0,0,1,0,0,1,ללא,1,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,1,75,"1,430,000 ₪"
,0,1,0,0,0,1,1,1,0,1,1,1,12,במצב שמור,דירה, חולון,[' קרית אילון'],1,3.9,4,1,97,"2,200,000 ₪"
,1,1,1,0,0,0,0,1,0,0,1,1,7,חדש מקבלן,דירת גן, חולון,[' נאות שושנים'],1,4.5,2,קרקע,105,"1,640,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,גג/פנטהאוז, חולון,[' נאות שושנים'],1,4.5,3,7,76,"2,320,000 ₪"
,1,1,1,1,1,1,1,1,1,1,ללא,1,6,משופץ,דירה, חולון,[' נווה רמז'],1,4.3,4,1,90,"1,750,000 ₪"
,1,1,1,1,1,1,1,0,0,1,1,3,,משופץ,פרטי/קוטג', חולון,[],1,"4
מ",6,קרקע,240,"4,950,000 ₪"
,1,1,0,1,0,1,1,1,1,0,2,2,,חדש,פרטי/קוטג',פרטי/קוטג',[],1,3.9,8,קרקע,700,"8,200,000 ₪"
,1,0,1,1,0,1,1,1,0,1,1,1,8,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,3,6,65,"1,535,000 ₪"
,1,1,1,1,1,1,1,1,0,1,1,1,2,משופץ,גג/פנטהאוז, חולון,[],1,"4
מ",4,2,160,"2,390,000 ₪"
0,0,0,0,0,0,0,0,0,0,0,ללא,1,2,דרוש שיפוץ,דירת גן, חולון,[' תל גיבורים'],0,4.5,2.5,1,90,"1,350,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,,,דרוש שיפוץ,דו משפחתי, חולון,[' תל גיבורים'],0,4.5,4.5,קרקע,250,"2,850,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,2,3,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",3,3,92,"1,598,000 ₪"
0,0,1,1,0,0,1,1,1,1,0,1,1,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,3,1,59,"1,800,000 ₪"
1,1,0,1,1,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,3,3,55,"1,250,000 ₪"
0,1,0,0,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' נאות שושנים'],0,4.5,3,3,73,"1,600,000 ₪"
1,1,0,1,1,0,1,1,1,0,0,1,1,5,משופץ,דירה, חולון,[' אגרובנק'],0,"4
מ",4,4,85,"2,030,000 ₪"
0,0,1,0,0,1,1,0,1,1,0,1,,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,3,3,52,"1,360,000 ₪"
0,0,0,0,0,0,0,1,0,0,1,ללא,2,3,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",2.5,3,69,"1,399,986 ₪"
0,1,1,1,1,0,1,1,1,1,0,1,1,28,חדש,דירה, חולון,[' אגרובנק'],0,"4
מ",4,20,103,"2,750,000 ₪"
0,0,1,1,0,1,1,1,1,1,0,2,1,8,משופץ,גג/פנטהאוז, חולון,[' קרית רבין'],0,3.6,4.5,8,140,"3,180,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,160,"580,000 ₪",
1,0,0,0,1,1,0,1,0,0,0,ללא,1,4,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",3.5,4,90,"1,550,000 ₪"
0,1,0,0,1,1,1,1,1,0,0,1,1,7,משופץ,דירה, חולון,[' בן גוריון'],0,"4
מ",3.5,3,75,"1,775,000 ₪"
